emd_nm,base_date,city,em_cnt,em_g,pay_amt,em_g_per_cnt,year,month,day,week,day_of_week,season,redday,kor_cnt,kor_amt,fast_cnt,fast_amt,af_cnt,af_amt,mart_cnt,mart_amt,food_cnt,food_amt,west_cnt,west_amt,des_cnt,des_amt,asia_cnt,asia_amt,deliv_cnt,deliv_amt,geo_type,observed,trend,seasonal,em_cnt_variant,em_g_variant,pay_amt_variant,em_g_per_cnt_variant
알수없음,2020-11-26,알수없음,6.0,54750.0,1641.0,9125.0,2020,11,26,48,3,2,0,66,1994771,15,253991,,,107,3998653,5,106890,,,10,205636,5,111980,5,66170,알수없음,54750.0,76722.5,-6311.121807446122,-1.0,-20150.0,-605.0,-1575.0
알수없음,2020-11-27,알수없음,8.0,41350.0,1238.0,5168.75,2020,11,27,48,4,2,0,92,6346721,10,422470,5,124196,36,1336380,5,815164,5,78895,15,74314,5,21124,15,295220,알수없음,41350.0,76582.5,-5401.933790892494,2.0,-13400.0,-403.0,-3956.25
알수없음,2020-11-28,알수없음,10.0,100000.0,2996.0,10000.0,2020,11,28,48,5,2,0,51,1342233,10,141502,,,36,2612748,15,438504,5,212253,15,184767,,,5,162880,알수없음,100000.0,75802.50000000001,-4103.127494768954,2.0,58650.0,1758.0,4831.25
알수없음,2020-11-29,알수없음,4.0,56250.0,1687.0,14062.5,2020,11,29,48,6,2,0,46,1549396,5,85003,10,468382,76,3754639,15,1195794,5,80422,5,17815,15,389385,10,192402,알수없음,56250.0,75521.66666666667,-727.8319513336014,-6.0,-43750.0,-1309.0,4062.5
알수없음,2020-11-30,알수없음,11.0,60000.0,1797.0,5454.545454545455,2020,11,30,49,0,2,0,36,947758,15,525288,5,203600,36,479020,5,127250,,,10,77368,,,5,132340,알수없음,60000.0,75344.16666666667,-44.638558435873406,7.0,3750.0,110.0,-8607.954545454544
알수없음,2020-12-01,알수없음,9.0,63100.0,1891.0,7011.111111111111,2020,12,1,49,1,3,0,25,426720,10,137160,10,723900,30,767080,15,270764,,,15,172720,5,101600,10,293624,알수없음,63100.0,76196.66666666667,-16638.138713925247,-2.0,3100.0,94.0,1556.5656565656564
알수없음,2020-12-02,알수없음,10.0,102450.0,3071.0,10245.0,2020,12,2,49,2,3,0,36,648716,5,86360,15,397002,91,6380886,20,614731,,,,,5,19812,5,80772,알수없음,102450.0,75390.0,4528.307367144517,1.0,39350.0,1180.0,3233.8888888888887
알수없음,2020-12-03,알수없음,6.0,80450.0,2411.0,13408.333333333334,2020,12,3,49,3,3,0,30,693928,5,21336,,,25,844855,5,129438,,,10,63500,,,5,200152,알수없음,80450.0,74292.50000000001,-10494.926568450994,-4.0,-22000.0,-660.0,3163.333333333334
알수없음,2020-12-04,알수없음,6.0,51000.0,1528.0,8500.0,2020,12,4,49,4,3,0,25,721360,5,45212,,,51,1426464,5,500990,5,55880,20,140208,5,116840,10,194056,알수없음,51000.0,74139.16666666666,-425.8485125864447,0.0,-29450.0,-883.0,-4908.333333333334
알수없음,2020-12-05,알수없음,6.0,47050.0,1410.0,7841.666666666667,2020,12,5,49,5,3,0,36,706120,10,259080,,,61,3060141,,,,,5,32004,5,116840,5,127000,알수없음,47050.0,72840.0,-8947.674757797167,0.0,-3950.0,-118.0,-658.333333333333
알수없음,2020-12-06,알수없음,6.0,56950.0,1708.0,9491.666666666666,2020,12,6,49,6,3,0,51,1244600,5,78740,,,20,495351,10,24638,5,161036,5,11684,5,101600,20,474980,알수없음,56950.0,72755.0,-6686.758091130504,0.0,9900.0,298.0,1649.999999999999
알수없음,2020-12-07,알수없음,11.0,119300.0,3577.0,10845.454545454546,2020,12,7,50,0,3,0,25,327660,10,179324,5,19304,51,2264664,5,71374,,,15,127000,5,231140,10,192532,알수없음,119300.0,73269.5,15696.491908869497,5.0,62350.0,1869.0,1353.78787878788
알수없음,2020-12-08,알수없음,5.0,60100.0,1802.0,12020.0,2020,12,8,50,1,3,0,30,592328,5,29464,,,61,1259180,5,279552,,,,,5,101600,5,83820,알수없음,60100.0,73092.33333333333,18979.769686647265,-6.0,-59200.0,-1775.0,1174.545454545454
알수없음,2020-12-09,알수없음,7.0,52950.0,1587.0,7564.285714285715,2020,12,9,50,2,3,0,46,1220724,10,89408,5,76200,30,422808,,,5,71120,10,99060,,,10,261620,알수없음,52950.0,71843.16666666666,-13220.896980019395,2.0,-7150.0,-215.0,-4455.714285714285
알수없음,2020-12-10,알수없음,7.0,98100.0,2941.0,14014.285714285714,2020,12,10,50,3,3,0,36,1133856,5,65532,10,58166,20,358800,5,142240,,,5,35560,15,347980,5,63500,알수없음,98100.0,70774.0,26879.741908869502,0.0,45150.0,1354.0,6449.999999999999
알수없음,2020-12-11,알수없음,8.0,105650.0,3168.0,13206.25,2020,12,11,50,4,3,0,15,401320,5,81280,5,26416,30,1442466,5,80162,,,15,75184,10,314960,5,96520,알수없음,105650.0,70839.83333333336,-410.2025355749529,1.0,7550.0,227.0,-808.0357142857138
알수없음,2020-12-12,알수없음,8.0,77850.0,2334.0,9731.25,2020,12,12,50,5,3,0,66,1889760,5,96520,5,26416,36,868020,5,155550,,,5,15240,10,172720,20,628904,알수없음,77850.0,71269.83333333333,5849.380797758383,0.0,-27800.0,-834.0,-3475.0
알수없음,2020-12-13,알수없음,11.0,79800.0,2392.0,7254.545454545455,2020,12,13,50,6,3,0,15,246380,10,127508,5,54661,46,4276192,,,,,5,131572,20,690880,5,137160,알수없음,79800.0,71138.16666666669,-1948.2303133527305,3.0,1950.0,58.0,-2476.704545454545
알수없음,2020-12-14,알수없음,5.0,52650.0,1579.0,10530.0,2020,12,14,51,0,3,0,25,337820,5,177292,5,249682,41,2125726,10,113792,,,5,22860,10,391160,10,256540,알수없음,52650.0,70324.83333333334,-3227.452535574955,-6.0,-27150.0,-813.0,3275.454545454545
알수없음,2020-12-15,알수없음,6.0,59100.0,1771.0,9850.0,2020,12,15,51,1,3,0,25,1039876,10,191516,,,10,79197,5,27940,,,5,10668,5,142240,5,162560,알수없음,59100.0,70072.33333333333,13265.908575536174,1.0,6450.0,192.0,-680.0
알수없음,2020-12-16,알수없음,10.0,93750.0,2810.0,9375.0,2020,12,16,51,2,3,0,30,711200,5,81280,5,70104,25,639978,5,53746,5,65532,5,196088,5,19812,15,446024,알수없음,93750.0,69729.83333333334,-10427.396980019395,4.0,34650.0,1039.0,-475.0
알수없음,2020-12-17,알수없음,9.0,62100.0,1861.0,6900.0,2020,12,17,51,3,3,0,30,414020,15,285496,5,25400,56,6414821,10,84938,,,5,39624,,,15,307340,알수없음,62100.0,68518.1666666667,18025.797464425043,-1.0,-31650.0,-949.0,-2475.0
알수없음,2020-12-18,알수없음,6.0,91900.0,2755.0,15316.666666666666,2020,12,18,51,4,3,0,15,279400,15,299212,5,74676,86,5604916,5,320599,10,193040,10,32512,,,5,137160,알수없음,91900.0,68053.16666666669,-8711.358849174425,-3.0,29800.0,894.0,8416.666666666666
알수없음,2020-12-19,알수없음,11.0,63550.0,1904.0,5777.272727272727,2020,12,19,51,5,3,0,5,111760,15,155956,5,704850,61,1952701,15,388010,10,203200,5,20320,10,203200,15,433324,알수없음,63550.0,68532.33333333334,9480.529600955355,5.0,-28350.0,-851.0,-9539.39393939394
알수없음,2020-12-20,알수없음,4.0,12750.0,381.0,3187.5,2020,12,20,51,6,3,0,25,1511808,5,129540,,,20,453542,5,95402,5,65532,5,25400,,,5,181864,알수없음,12750.0,68744.00000000001,5872.029663124529,-7.0,-50800.0,-1523.0,-2589.772727272727
알수없음,2020-12-21,알수없음,10.0,130300.0,3907.0,13030.0,2020,12,21,52,0,3,0,15,147320,5,111252,,,51,3585820,10,145999,,,15,256540,,,10,187452,알수없음,130300.0,69299.83333333336,-4642.9489869885065,6.0,117550.0,3526.0,9842.5
알수없음,2020-12-22,알수없음,10.0,58720.0,1759.0,5872.0,2020,12,22,52,1,3,0,25,347980,,,,,30,765658,10,793140,5,71120,10,104140,5,182880,10,231140,알수없음,58720.0,68214.83333333333,3395.513223113519,0.0,-71580.0,-2148.0,-7158.0
알수없음,2020-12-23,알수없음,5.0,54250.0,1627.0,10850.0,2020,12,23,52,2,3,0,10,60960,10,283972,5,40640,56,2809697,20,555041,,,5,129540,5,101600,15,416560,알수없음,54250.0,66764.83333333334,2787.5775837531824,-5.0,-4470.0,-132.0,4978.0
알수없음,2020-12-24,알수없음,11.0,57450.0,1721.0,5222.727272727273,2020,12,24,52,3,3,1,36,379984,5,81280,5,203200,41,1393546,10,192735,10,185420,20,449326,,,10,160528,알수없음,57450.0,66918.16666666666,-6433.073109370601,6.0,3200.0,94.0,-5627.272727272727
알수없음,2020-12-25,알수없음,9.0,84300.0,2527.0,9366.666666666666,2020,12,25,52,4,3,1,20,549656,10,233680,5,635000,56,3313938,10,565658,10,447040,10,86868,5,304800,20,410464,알수없음,84300.0,65874.0,-15957.487243354606,-2.0,26850.0,806.0,4143.939393939393
알수없음,2020-12-26,알수없음,6.0,49300.0,1477.0,8216.666666666666,2020,12,26,52,5,3,1,20,279400,5,81280,5,980440,5,22860,5,72644,,,10,61468,,,15,453644,알수없음,49300.0,63490.666666666664,-6311.121807446122,-3.0,-35000.0,-1050.0,-1150.0
알수없음,2020-12-27,알수없음,10.0,72600.0,2176.0,7260.0,2020,12,27,52,6,3,0,5,314960,20,208280,5,55880,15,189230,10,993750,5,109220,5,120650,5,40640,15,332232,알수없음,72600.0,61964.0,-5401.933790892494,4.0,23300.0,699.0,-956.6666666666661
알수없음,2020-12-28,알수없음,6.0,60850.0,1824.0,10141.666666666666,2020,12,28,53,0,3,0,10,306832,5,91440,,,36,6303010,5,221945,5,211328,5,24638,5,96520,15,263652,알수없음,60850.0,61556.50000000001,-4103.127494768954,-4.0,-11750.0,-352.0,2881.666666666666
알수없음,2020-12-29,알수없음,10.0,46600.0,1396.0,4660.0,2020,12,29,53,1,3,0,15,416560,5,48260,5,101600,5,39116,5,113030,,,15,195072,,,5,99060,알수없음,46600.0,61510.666666666664,-727.8319513336014,4.0,-14250.0,-428.0,-5481.666666666666
알수없음,2020-12-30,알수없음,6.0,54500.0,1634.0,9083.333333333334,2020,12,30,53,2,3,0,15,431800,,,,,25,1953920,30,898144,,,5,46228,5,19812,20,489712,알수없음,54500.0,60847.33333333333,-44.638558435873406,-4.0,7900.0,238.0,4423.333333333334
알수없음,2020-12-31,알수없음,5.0,48050.0,1440.0,9610.0,2020,12,31,53,3,3,1,10,297180,5,162560,5,94996,36,2903474,5,184404,,,10,88900,,,5,121920,알수없음,48050.0,60182.33333333333,-16638.138713925247,-1.0,-6450.0,-194.0,526.6666666666661
알수없음,2021-01-01,알수없음,5.0,44800.0,1343.0,8960.0,2021,1,1,53,4,3,1,25,480093,10,119416,,,61,2071969,10,395186,,,10,78430,5,278300,10,162426,알수없음,44800.0,61014.83333333333,4528.307367144517,0.0,-3250.0,-97.0,-650.0
알수없음,2021-01-02,알수없음,13.0,110200.0,3304.0,8476.923076923076,2021,1,2,53,5,3,1,25,403788,5,95634,,,5,22770,15,679710,10,212520,10,318274,5,176088,25,936100,알수없음,110200.0,61396.49999999999,-10494.926568450994,8.0,65400.0,1961.0,-483.0769230769238
알수없음,2021-01-03,알수없음,7.0,50000.0,1499.0,7142.857142857143,2021,1,3,53,6,3,0,20,667920,5,91080,,,40,1197651,10,828980,5,20240,20,159896,5,121440,5,144210,알수없음,50000.0,60706.49999999999,-425.8485125864447,-6.0,-60200.0,-1805.0,-1334.065934065933
알수없음,2021-01-04,알수없음,7.0,60750.0,1822.0,8678.57142857143,2021,1,4,1,0,3,0,20,533830,5,80960,,,15,199516,15,939187,,,20,215050,,,10,303094,알수없음,60750.0,61285.66666666666,-8947.674757797167,0.0,10750.0,323.0,1535.7142857142862
알수없음,2021-01-05,알수없음,6.0,76600.0,2296.0,12766.666666666666,2021,1,5,1,1,3,0,20,169510,5,91080,,,51,3201057,5,53130,,,10,57178,5,141680,20,662860,알수없음,76600.0,61685.66666666666,-6686.758091130504,-1.0,15850.0,474.0,4088.0952380952367
알수없음,2021-01-06,알수없음,8.0,34550.0,1035.0,4318.75,2021,1,6,1,2,3,0,15,184184,10,224664,5,151800,15,81365,,,,,10,46552,5,303600,5,108790,알수없음,34550.0,61676.16666666666,15696.491908869497,2.0,-42050.0,-1261.0,-8447.916666666666
알수없음,2021-01-07,알수없음,5.0,57850.0,1735.0,11570.0,2021,1,7,1,3,3,0,10,131560,10,161920,10,180642,20,941160,5,93610,,,10,247687,,,5,75900,알수없음,57850.0,62755.0,18979.769686647265,-3.0,23300.0,700.0,7251.25
알수없음,2021-01-08,알수없음,18.0,64400.0,1930.0,3577.777777777778,2021,1,8,1,4,3,0,10,268180,5,41998,15,459549,20,643834,10,249559,,,10,257048,,,5,283360,알수없음,64400.0,63485.0,-13220.896980019395,13.0,6550.0,195.0,-7992.222222222223
알수없음,2021-01-09,알수없음,4.0,24000.0,719.0,6000.0,2021,1,9,1,5,3,0,25,604670,5,38962,,,20,322879,5,268231,,,10,148764,,,5,116380,알수없음,24000.0,62496.666666666664,26879.741908869502,-14.0,-40400.0,-1211.0,2422.222222222222
알수없음,2021-01-10,알수없음,7.0,36750.0,1100.0,5250.0,2021,1,10,1,6,3,0,30,727122,10,202400,5,247940,66,4047899,,,,,10,63756,5,91080,15,242880,알수없음,36750.0,61226.666666666664,-410.2025355749529,3.0,12750.0,381.0,-750.0
알수없음,2021-01-11,알수없음,4.0,55150.0,1653.0,13787.5,2021,1,11,2,0,3,0,20,437690,10,121946,5,148764,46,2355126,5,136620,,,5,20240,,,10,237820,알수없음,55150.0,62050.833333333336,5849.380797758383,-3.0,18400.0,553.0,8537.5
알수없음,2021-01-12,알수없음,8.0,78050.0,2339.0,9756.25,2021,1,12,2,1,3,0,25,419474,10,152559,5,131560,35,1574925,5,19430,,,5,153824,,,10,362802,알수없음,78050.0,62655.00000000001,-1948.2303133527305,4.0,22900.0,686.0,-4031.25
알수없음,2021-01-13,알수없음,10.0,51650.0,1546.0,5165.0,2021,1,13,2,2,3,0,46,1025156,20,309368,5,237820,20,376009,5,28842,,,15,232254,5,263120,5,131560,알수없음,51650.0,62463.33333333334,-3227.452535574955,2.0,-26400.0,-793.0,-4591.25
알수없음,2021-01-14,알수없음,4.0,20300.0,608.0,5075.0,2021,1,14,2,3,3,0,20,533324,5,80960,15,503470,25,247232,15,914747,,,15,109802,5,156860,10,275770,알수없음,20300.0,64341.66666666668,13265.908575536174,-6.0,-31350.0,-938.0,-90.0
알수없음,2021-01-15,알수없음,7.0,92650.0,2776.0,13235.714285714286,2021,1,15,2,4,3,0,35,1308010,5,91080,10,293480,15,395844,,,5,156860,5,16698,,,10,188232,알수없음,92650.0,66388.33333333334,-10427.396980019395,3.0,72350.0,2168.0,8160.714285714286
알수없음,2021-01-16,알수없음,10.0,113150.0,3392.0,11315.0,2021,1,16,2,5,3,0,15,303600,10,215556,5,487551,30,1178221,10,370443,,,5,106260,15,885500,20,503470,알수없음,113150.0,66960.83333333334,18025.797464425043,3.0,20500.0,616.0,-1920.7142857142862
알수없음,2021-01-17,알수없음,7.0,63750.0,1910.0,9107.142857142857,2021,1,17,2,6,3,0,10,263120,10,124476,5,15180,10,146538,5,30360,,,5,98923,10,328900,10,260084,알수없음,63750.0,66199.16666666669,-8711.358849174425,-3.0,-49400.0,-1482.0,-2207.857142857143
알수없음,2021-01-18,알수없음,3.0,50300.0,1508.0,16766.666666666668,2021,1,18,3,0,3,0,20,662860,5,23276,5,328900,25,1268542,5,94268,,,10,88550,5,151800,10,116380,알수없음,50300.0,65463.33333333335,9480.529600955355,-4.0,-13450.0,-402.0,7659.523809523811
알수없음,2021-01-19,알수없음,6.0,60750.0,1821.0,10125.0,2021,1,19,3,1,3,0,5,91080,5,101200,,,15,855444,15,351872,,,5,95128,5,83490,10,187220,알수없음,60750.0,65744.16666666669,5872.029663124529,3.0,10450.0,313.0,-6641.666666666668
알수없음,2021-01-20,알수없음,9.0,106300.0,3187.0,11811.111111111111,2021,1,20,3,2,3,0,46,1302950,15,186208,5,371404,35,832775,10,299248,5,55660,20,122958,5,35926,5,80454,알수없음,106300.0,65352.500000000015,-4642.9489869885065,3.0,45550.0,1366.0,1686.1111111111113
알수없음,2021-01-21,알수없음,10.0,82150.0,2461.0,8215.0,2021,1,21,3,3,3,0,25,321310,5,46046,,,51,1682754,5,72864,5,253000,5,32384,,,15,459296,알수없음,82150.0,65400.83333333334,3395.513223113519,1.0,-24150.0,-726.0,-3596.1111111111113
알수없음,2021-01-22,알수없음,11.0,95550.0,2864.0,8686.363636363636,2021,1,22,3,4,3,0,20,512578,25,355212,5,139656,56,4247921,15,674397,,,15,159896,,,5,75900,알수없음,95550.0,66420.00000000001,2787.5775837531824,1.0,13400.0,403.0,471.36363636363603
알수없음,2021-01-23,알수없음,5.0,59950.0,1797.0,11990.0,2021,1,23,3,5,3,0,25,690690,10,256542,,,20,687199,30,448721,5,395692,15,100694,5,237820,20,523710,알수없음,59950.0,66590.83333333334,-6433.073109370601,-6.0,-35600.0,-1067.0,3303.636363636364
알수없음,2021-01-24,알수없음,4.0,22500.0,673.0,5625.0,2021,1,24,3,6,3,0,20,464002,5,28842,,,5,47615,5,143147,,,15,125994,5,101200,15,480700,알수없음,22500.0,67359.16666666667,-15957.487243354606,-1.0,-37450.0,-1124.0,-6365.0
알수없음,2021-01-25,알수없음,8.0,34900.0,1045.0,4362.5,2021,1,25,4,0,3,0,20,364320,,,5,253000,25,2297695,15,356932,,,5,180895,5,75900,10,217580,알수없음,34900.0,68913.33333333336,-6311.121807446122,4.0,12400.0,372.0,-1262.5
알수없음,2021-01-26,알수없음,7.0,136450.0,4091.0,19492.85714285714,2021,1,26,4,1,3,0,30,1506868,,,5,27830,46,1976284,15,379348,,,5,63250,,,10,260590,알수없음,136450.0,70040.0,-5401.933790892494,-1.0,101550.0,3046.0,15130.357142857141
알수없음,2021-01-27,알수없음,6.0,33250.0,996.0,5541.666666666667,2021,1,27,4,2,3,0,15,267674,,,5,49487,46,3525606,5,75900,,,5,27324,5,40480,5,86020,알수없음,33250.0,70730.83333333334,-4103.127494768954,-1.0,-103200.0,-3095.0,-13951.190476190473
알수없음,2021-01-28,알수없음,11.0,62700.0,1877.0,5700.0,2021,1,28,4,3,3,0,10,450340,5,24794,,,46,3060642,5,543393,5,92598,10,106766,,,10,162932,알수없음,62700.0,70585.83333333333,-727.8319513336014,5.0,29450.0,881.0,158.33333333333303
알수없음,2021-01-29,알수없음,7.0,151100.0,4531.0,21585.714285714286,2021,1,29,4,4,3,0,30,923450,,,10,5363600,35,1301938,15,74837,,,,,10,217580,10,208978,알수없음,151100.0,70886.66666666667,-44.638558435873406,-4.0,88400.0,2654.0,15885.714285714286
알수없음,2021-01-30,알수없음,11.0,74250.0,2224.0,6750.0,2021,1,30,4,5,3,0,30,888536,15,341550,5,192280,46,4298976,5,201894,5,150282,10,105248,,,15,833736,알수없음,74250.0,70722.5,-16638.138713925247,4.0,-76850.0,-2307.0,-14835.714285714286
알수없음,2021-01-31,알수없음,9.0,52950.0,1586.0,5883.333333333333,2021,1,31,4,6,3,0,30,1019590,5,53130,,,56,4136651,10,694586,10,229724,10,127259,5,111320,5,146740,알수없음,52950.0,69758.33333333336,4528.307367144517,-2.0,-21300.0,-638.0,-866.666666666667
알수없음,2021-02-01,알수없음,5.0,56350.0,1690.0,11270.0,2021,2,1,5,0,3,0,30,896632,10,188738,5,253000,25,369380,5,202552,,,10,83743,5,106260,15,389114,알수없음,56350.0,70413.33333333333,-10494.926568450994,-4.0,3400.0,104.0,5386.666666666667
알수없음,2021-02-02,알수없음,8.0,59700.0,1789.0,7462.5,2021,2,2,5,1,3,0,5,268180,5,24794,5,1563540,15,188131,5,204576,,,5,131560,5,101200,15,288420,알수없음,59700.0,71315.00000000003,-425.8485125864447,3.0,3350.0,99.0,-3807.5
알수없음,2021-02-03,알수없음,8.0,67900.0,2035.0,8487.5,2021,2,3,5,2,3,0,25,761530,5,88044,5,20240,40,4355648,10,259325,5,217580,5,76406,5,98670,10,134090,알수없음,67900.0,71105.83333333334,-8947.674757797167,0.0,8200.0,246.0,1025.0
알수없음,2021-02-04,알수없음,6.0,45950.0,1376.0,7658.333333333333,2021,2,4,5,3,3,0,30,1381380,,,5,182160,10,110915,10,751764,5,318780,,,,,5,75900,알수없음,45950.0,71833.33333333334,-6686.758091130504,-2.0,-21950.0,-659.0,-829.166666666667
알수없음,2021-02-05,알수없음,9.0,68100.0,2041.0,7566.666666666667,2021,2,5,5,4,3,0,25,511060,5,217580,10,281842,20,993126,5,199162,,,10,284625,5,253000,15,272228,알수없음,68100.0,72084.16666666667,15696.491908869497,3.0,22150.0,665.0,-91.66666666666606
알수없음,2021-02-06,알수없음,5.0,85450.0,2563.0,17090.0,2021,2,6,5,5,3,0,20,660836,10,540408,5,141680,15,350911,5,1142649,5,131560,5,60720,5,414920,15,392150,알수없음,85450.0,71401.66666666667,18979.769686647265,-4.0,17350.0,522.0,9523.333333333332
알수없음,2021-02-07,알수없음,6.0,47050.0,1409.0,7841.666666666667,2021,2,7,5,6,3,0,15,282348,5,100694,,,25,614739,,,5,443003,15,140162,5,101200,15,308660,알수없음,47050.0,71957.49999999999,-13220.896980019395,1.0,-38400.0,-1154.0,-9248.333333333332
알수없음,2021-02-08,알수없음,9.0,87450.0,2621.0,9716.666666666666,2021,2,8,6,0,3,0,15,220110,5,38456,,,15,196126,10,198807,,,5,59708,5,25300,5,101200,알수없음,87450.0,73030.00000000001,26879.741908869502,3.0,40400.0,1212.0,1874.999999999999
알수없음,2021-02-09,알수없음,10.0,66550.0,1995.0,6655.0,2021,2,9,6,1,3,0,10,1345960,10,228206,,,20,304258,,,,,10,159390,,,10,129536,알수없음,66550.0,73516.66666666667,-410.2025355749529,1.0,-20900.0,-626.0,-3061.666666666666
알수없음,2021-02-10,알수없음,8.0,92950.0,2786.0,11618.75,2021,2,10,6,2,3,1,20,850080,,,5,232760,25,547188,10,1173920,10,140668,,,,,20,421498,알수없음,92950.0,72089.16666666667,5849.380797758383,-2.0,26400.0,791.0,4963.75
알수없음,2021-02-11,알수없음,11.0,81700.0,2448.0,7427.272727272727,2021,2,11,6,3,3,1,5,253000,5,166980,5,66792,25,998642,46,1577607,,,15,546480,,,5,172040,알수없음,81700.0,71099.16666666669,-1948.2303133527305,3.0,-11250.0,-338.0,-4191.477272727273
알수없음,2021-02-12,알수없음,6.0,39300.0,1178.0,6550.0,2021,2,12,6,4,3,1,5,156860,,,,,10,56014,5,385066,,,,,,,15,484748,알수없음,39300.0,71181.66666666669,-3227.452535574955,-5.0,-42400.0,-1270.0,-877.272727272727
알수없음,2021-02-13,알수없음,6.0,50700.0,1521.0,8450.0,2021,2,13,6,5,3,1,25,372922,,,,,10,312101,5,366648,,,5,62238,5,592020,15,435160,알수없음,50700.0,70611.66666666666,13265.908575536174,0.0,11400.0,343.0,1900.0
알수없음,2021-02-14,알수없음,8.0,52400.0,1571.0,6550.0,2021,2,14,6,6,3,1,35,1179992,10,56672,,,46,3212341,5,37950,5,384560,20,361790,5,70840,10,217580,알수없음,52400.0,70653.33333333333,-10427.396980019395,2.0,1700.0,50.0,-1900.0
알수없음,2021-02-15,알수없음,12.0,95550.0,2863.0,7962.5,2021,2,15,7,0,3,0,35,961400,,,5,60720,30,493401,10,344282,5,60214,,,,,20,743820,알수없음,95550.0,71830.83333333334,18025.797464425043,4.0,43150.0,1292.0,1412.5
알수없음,2021-02-16,알수없음,6.0,120650.0,3617.0,20108.333333333332,2021,2,16,7,1,3,0,5,404800,5,24288,10,177100,5,53535,5,253000,,,25,198099,5,136620,5,100694,알수없음,120650.0,72560.00000000001,-8711.358849174425,-6.0,25100.0,754.0,12145.833333333332
알수없음,2021-02-17,알수없음,6.0,47500.0,1423.0,7916.666666666667,2021,2,17,7,2,3,0,20,571780,5,91080,15,255024,40,6616760,10,582204,,,5,26312,,,15,481712,알수없음,47500.0,73361.66666666667,9480.529600955355,0.0,-73150.0,-2194.0,-12191.666666666664
알수없음,2021-02-18,알수없음,7.0,51000.0,1528.0,7285.714285714285,2021,2,18,7,3,3,0,10,169004,5,75900,,,5,521332,5,434097,,,5,12650,,,10,196834,알수없음,51000.0,75117.49999999999,5872.029663124529,1.0,3500.0,105.0,-630.9523809523816
알수없음,2021-02-19,알수없음,13.0,159700.0,4789.0,12284.615384615385,2021,2,19,7,4,3,0,20,660330,5,85514,10,94369,25,474426,5,279565,,,10,158884,5,247940,5,118910,알수없음,159700.0,76674.16666666666,-4642.9489869885065,6.0,108700.0,3261.0,4998.901098901099
알수없음,2021-02-20,알수없음,10.0,43800.0,1313.0,4380.0,2021,2,20,7,5,3,0,35,1137488,,,,,30,2013779,10,1087849,,,20,266915,5,242880,10,301070,알수없음,43800.0,77259.16666666667,3395.513223113519,-3.0,-115900.0,-3476.0,-7904.615384615385
알수없음,2021-02-21,알수없음,19.0,92950.0,2786.0,4892.105263157895,2021,2,21,7,6,3,0,20,374440,5,106766,,,15,117139,10,1258422,5,65274,10,174570,,,10,323840,알수없음,92950.0,76697.5,2787.5775837531824,9.0,49150.0,1473.0,512.105263157895
알수없음,2021-02-22,알수없음,7.0,95900.0,2875.0,13700.0,2021,2,22,8,0,3,0,20,312202,5,99176,,,25,197087,20,485507,,,10,132572,,,20,572792,알수없음,95900.0,76541.66666666669,-6433.073109370601,-12.0,2950.0,89.0,8807.894736842105
알수없음,2021-02-23,알수없음,8.0,50900.0,1525.0,6362.5,2021,2,23,8,1,3,0,15,281336,5,159997,5,151800,20,378336,5,376464,,,5,35167,5,278300,15,287408,알수없음,50900.0,75810.00000000001,-15957.487243354606,1.0,-45000.0,-1350.0,-7337.5
알수없음,2021-02-24,알수없음,6.0,35700.0,1070.0,5950.0,2021,2,24,8,2,3,0,56,1909644,5,41492,5,146740,25,340083,25,112889,,,5,162426,5,242880,5,86020,알수없음,35700.0,75385.83333333334,-6311.121807446122,-2.0,-15200.0,-455.0,-412.5
알수없음,2021-02-25,알수없음,6.0,50000.0,1498.0,8333.333333333334,2021,2,25,8,3,3,0,15,427570,10,78936,5,151800,30,902097,5,20038,5,115368,,,5,139150,20,503976,알수없음,50000.0,75190.83333333333,-5401.933790892494,0.0,14300.0,428.0,2383.333333333334
알수없음,2021-02-26,알수없음,6.0,60300.0,1807.0,10050.0,2021,2,26,8,4,3,0,30,1112188,10,86020,5,202400,25,511718,20,101048,,,5,110561,10,283360,5,85514,알수없음,60300.0,74885.00000000001,-4103.127494768954,0.0,10300.0,309.0,1716.666666666666
알수없음,2021-02-27,알수없음,5.0,40600.0,1217.0,8120.0,2021,2,27,8,5,3,0,25,516120,10,73876,,,10,86577,15,46400,,,5,37950,,,5,53636,알수없음,40600.0,75780.0,-727.8319513336014,-1.0,-19700.0,-590.0,-1930.0
알수없음,2021-02-28,알수없음,8.0,139000.0,4168.0,17375.0,2021,2,28,8,6,3,1,15,253000,,,,,46,2291623,10,124830,,,10,100188,5,379500,20,418462,알수없음,139000.0,76377.5,-44.638558435873406,3.0,98400.0,2951.0,9255.0
알수없음,2021-03-01,알수없음,10.0,88850.0,2663.0,8885.0,2021,3,1,9,0,0,1,31,793531,5,106890,,,5,101800,5,509458,,,15,255264,,,5,114525,알수없음,88850.0,76669.16666666667,-16638.138713925247,2.0,-50150.0,-1505.0,-8490.0
알수없음,2021-03-02,알수없음,8.0,109000.0,3268.0,13625.0,2021,3,2,9,1,0,1,20,188330,5,101800,5,34103,31,1042178,15,76554,,,10,117579,5,150155,,,알수없음,109000.0,76019.16666666666,4528.307367144517,-2.0,20150.0,605.0,4740.0
